"state","year","race","rate","cancer"
"Vermont",2020,"Hispanic",NA,"breast"
"Vermont",2020,"American_Indian_AlaskaNative",NA,"breast"
"Vermont",2020,"Asian",NA,"breast"
"Vermont",2020,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"Vermont",2020,"Multiple_Races",NA,"breast"
"Vermont",2020,"Overall",15.4,"breast"
"Virginia",2020,"White",19.5,"breast"
"Virginia",2020,"Black",26.3,"breast"
"Virginia",2020,"Hispanic",7.2,"breast"
"Virginia",2020,"American_Indian_AlaskaNative",NA,"breast"
"Virginia",2020,"Asian",10.6,"breast"
"Virginia",2020,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"Virginia",2020,"Multiple_Races",NA,"breast"
"Virginia",2020,"Overall",19.8,"breast"
"Washington",2020,"White",20.4,"breast"
"Washington",2020,"Black",16.6,"breast"
"Washington",2020,"Hispanic",10.6,"breast"
"Washington",2020,"American_Indian_AlaskaNative",NA,"breast"
"Washington",2020,"Asian",10.5,"breast"
"Washington",2020,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"Washington",2020,"Multiple_Races",NA,"breast"
"Washington",2020,"Overall",18.9,"breast"
"West Virginia",2020,"White",19.1,"breast"
"West Virginia",2020,"Black",NA,"breast"
"West Virginia",2020,"Hispanic",NA,"breast"
"West Virginia",2020,"American_Indian_AlaskaNative",NA,"breast"
"West Virginia",2020,"Asian",NA,"breast"
"West Virginia",2020,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"West Virginia",2020,"Multiple_Races",NA,"breast"
"West Virginia",2020,"Overall",18.8,"breast"
"Wisconsin",2020,"White",18.3,"breast"
"Wisconsin",2020,"Black",19.8,"breast"
"Wisconsin",2020,"Hispanic",NA,"breast"
"Wisconsin",2020,"American_Indian_AlaskaNative",NA,"breast"
"Wisconsin",2020,"Asian",NA,"breast"
"Wisconsin",2020,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"Wisconsin",2020,"Multiple_Races",NA,"breast"
"Wisconsin",2020,"Overall",18.1,"breast"
"Wyoming",2020,"White",19,"breast"
"Wyoming",2020,"Black",NA,"breast"
"Wyoming",2020,"Hispanic",NA,"breast"
"Wyoming",2020,"American_Indian_AlaskaNative",NA,"breast"
"Wyoming",2020,"Asian",NA,"breast"
"Wyoming",2020,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"Wyoming",2020,"Multiple_Races",NA,"breast"
"Wyoming",2020,"Overall",18.6,"breast"
"United States",2021,"White",19.8,"breast"
"United States",2021,"Black",26.3,"breast"
"United States",2021,"Hispanic",13.6,"breast"
"United States",2021,"American_Indian_AlaskaNative",14.3,"breast"
"United States",2021,"Asian",11.5,"breast"
"United States",2021,"Native_Hawaiian_Pacific_Islander",30.8,"breast"
"United States",2021,"Multiple_Races",9.8,"breast"
"United States",2021,"Overall",19.4,"breast"
"Alabama",2021,"White",18.4,"breast"
"Alabama",2021,"Black",27,"breast"
"Alabama",2021,"Hispanic",NA,"breast"
"Alabama",2021,"American_Indian_AlaskaNative",NA,"breast"
"Alabama",2021,"Asian",NA,"breast"
"Alabama",2021,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"Alabama",2021,"Multiple_Races",NA,"breast"
"Alabama",2021,"Overall",20,"breast"
"Alaska",2021,"White",20,"breast"
"Alaska",2021,"Black",NA,"breast"
"Alaska",2021,"Hispanic",NA,"breast"
"Alaska",2021,"American_Indian_AlaskaNative",NA,"breast"
"Alaska",2021,"Asian",NA,"breast"
"Alaska",2021,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"Alaska",2021,"Multiple_Races",NA,"breast"
"Alaska",2021,"Overall",19,"breast"
"Arizona",2021,"White",20.7,"breast"
"Arizona",2021,"Black",30.6,"breast"
"Arizona",2021,"Hispanic",16,"breast"
"Arizona",2021,"American_Indian_AlaskaNative",16.1,"breast"
"Arizona",2021,"Asian",17.8,"breast"
"Arizona",2021,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"Arizona",2021,"Multiple_Races",NA,"breast"
"Arizona",2021,"Overall",20,"breast"
"Arkansas",2021,"White",20.7,"breast"
"Arkansas",2021,"Black",30.3,"breast"
"Arkansas",2021,"Hispanic",NA,"breast"
"Arkansas",2021,"American_Indian_AlaskaNative",NA,"breast"
"Arkansas",2021,"Asian",NA,"breast"
"Arkansas",2021,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"Arkansas",2021,"Multiple_Races",NA,"breast"
"Arkansas",2021,"Overall",21.5,"breast"
"California",2021,"White",21.3,"breast"
"California",2021,"Black",31.1,"breast"
"California",2021,"Hispanic",13.9,"breast"
"California",2021,"American_Indian_AlaskaNative",19.4,"breast"
"California",2021,"Asian",13,"breast"
"California",2021,"Native_Hawaiian_Pacific_Islander",32.8,"breast"
"California",2021,"Multiple_Races",13.7,"breast"
"California",2021,"Overall",18.6,"breast"
"Colorado",2021,"White",19.7,"breast"
"Colorado",2021,"Black",27.5,"breast"
"Colorado",2021,"Hispanic",17.5,"breast"
"Colorado",2021,"American_Indian_AlaskaNative",NA,"breast"
"Colorado",2021,"Asian",NA,"breast"
"Colorado",2021,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"Colorado",2021,"Multiple_Races",NA,"breast"
"Colorado",2021,"Overall",19.5,"breast"
"Connecticut",2021,"White",16.3,"breast"
"Connecticut",2021,"Black",17.4,"breast"
"Connecticut",2021,"Hispanic",9.6,"breast"
"Connecticut",2021,"American_Indian_AlaskaNative",NA,"breast"
"Connecticut",2021,"Asian",NA,"breast"
"Connecticut",2021,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"Connecticut",2021,"Multiple_Races",NA,"breast"
"Connecticut",2021,"Overall",15.6,"breast"
"Delaware",2021,"White",22.3,"breast"
"Delaware",2021,"Black",23.9,"breast"
"Delaware",2021,"Hispanic",NA,"breast"
"Delaware",2021,"American_Indian_AlaskaNative",NA,"breast"
"Delaware",2021,"Asian",NA,"breast"
"Delaware",2021,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"Delaware",2021,"Multiple_Races",NA,"breast"
"Delaware",2021,"Overall",22.4,"breast"
"District of Columbia",2021,"White",NA,"breast"
"District of Columbia",2021,"Black",29.3,"breast"
"District of Columbia",2021,"Hispanic",NA,"breast"
"District of Columbia",2021,"American_Indian_AlaskaNative",NA,"breast"
"District of Columbia",2021,"Asian",NA,"breast"
"District of Columbia",2021,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"District of Columbia",2021,"Multiple_Races",NA,"breast"
"District of Columbia",2021,"Overall",22.1,"breast"
"Florida",2021,"White",19.7,"breast"
"Florida",2021,"Black",25,"breast"
"Florida",2021,"Hispanic",14,"breast"
"Florida",2021,"American_Indian_AlaskaNative",NA,"breast"
"Florida",2021,"Asian",12.5,"breast"
"Florida",2021,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"Florida",2021,"Multiple_Races",NA,"breast"
"Florida",2021,"Overall",18.9,"breast"
"Georgia",2021,"White",21.3,"breast"
"Georgia",2021,"Black",26.9,"breast"
"Georgia",2021,"Hispanic",12.4,"breast"
"Georgia",2021,"American_Indian_AlaskaNative",NA,"breast"
"Georgia",2021,"Asian",10.9,"breast"
"Georgia",2021,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"Georgia",2021,"Multiple_Races",NA,"breast"
"Georgia",2021,"Overall",22.2,"breast"
"Hawaii",2021,"White",19.6,"breast"
"Hawaii",2021,"Black",NA,"breast"
"Hawaii",2021,"Hispanic",NA,"breast"
"Hawaii",2021,"American_Indian_AlaskaNative",NA,"breast"
"Hawaii",2021,"Asian",12.9,"breast"
"Hawaii",2021,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"Hawaii",2021,"Multiple_Races",21.5,"breast"
"Hawaii",2021,"Overall",15.9,"breast"
"Idaho",2021,"White",21.6,"breast"
"Idaho",2021,"Black",NA,"breast"
"Idaho",2021,"Hispanic",NA,"breast"
"Idaho",2021,"American_Indian_AlaskaNative",NA,"breast"
"Idaho",2021,"Asian",NA,"breast"
"Idaho",2021,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"Idaho",2021,"Multiple_Races",NA,"breast"
"Idaho",2021,"Overall",20.6,"breast"
"Illinois",2021,"White",20.2,"breast"
"Illinois",2021,"Black",30.9,"breast"
"Illinois",2021,"Hispanic",11,"breast"
"Illinois",2021,"American_Indian_AlaskaNative",NA,"breast"
"Illinois",2021,"Asian",11.6,"breast"
"Illinois",2021,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"Illinois",2021,"Multiple_Races",NA,"breast"
"Illinois",2021,"Overall",20.1,"breast"
"Indiana",2021,"White",21,"breast"
"Indiana",2021,"Black",22.2,"breast"
"Indiana",2021,"Hispanic",NA,"breast"
"Indiana",2021,"American_Indian_AlaskaNative",NA,"breast"
"Indiana",2021,"Asian",NA,"breast"
"Indiana",2021,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"Indiana",2021,"Multiple_Races",NA,"breast"
"Indiana",2021,"Overall",20.5,"breast"
"Iowa",2021,"White",18.3,"breast"
"Iowa",2021,"Black",NA,"breast"
"Iowa",2021,"Hispanic",NA,"breast"
"Iowa",2021,"American_Indian_AlaskaNative",NA,"breast"
"Iowa",2021,"Asian",NA,"breast"
"Iowa",2021,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"Iowa",2021,"Multiple_Races",NA,"breast"
"Iowa",2021,"Overall",18.1,"breast"
"Kansas",2021,"White",19.9,"breast"
"Kansas",2021,"Black",26.3,"breast"
"Kansas",2021,"Hispanic",NA,"breast"
"Kansas",2021,"American_Indian_AlaskaNative",NA,"breast"
"Kansas",2021,"Asian",NA,"breast"
"Kansas",2021,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"Kansas",2021,"Multiple_Races",NA,"breast"
"Kansas",2021,"Overall",20.1,"breast"
"Kentucky",2021,"White",20.7,"breast"
"Kentucky",2021,"Black",19.7,"breast"
"Kentucky",2021,"Hispanic",NA,"breast"
"Kentucky",2021,"American_Indian_AlaskaNative",NA,"breast"
"Kentucky",2021,"Asian",NA,"breast"
"Kentucky",2021,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"Kentucky",2021,"Multiple_Races",NA,"breast"
"Kentucky",2021,"Overall",20.1,"breast"
"Louisiana",2021,"White",20.7,"breast"
"Louisiana",2021,"Black",25.3,"breast"
"Louisiana",2021,"Hispanic",NA,"breast"
"Louisiana",2021,"American_Indian_AlaskaNative",NA,"breast"
"Louisiana",2021,"Asian",NA,"breast"
"Louisiana",2021,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"Louisiana",2021,"Multiple_Races",NA,"breast"
"Louisiana",2021,"Overall",22,"breast"
"Maine",2021,"White",15.4,"breast"
"Maine",2021,"Black",NA,"breast"
"Maine",2021,"Hispanic",NA,"breast"
"Maine",2021,"American_Indian_AlaskaNative",NA,"breast"
"Maine",2021,"Asian",NA,"breast"
"Maine",2021,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"Maine",2021,"Multiple_Races",NA,"breast"
"Maine",2021,"Overall",15.2,"breast"
"Maryland",2021,"White",18.4,"breast"
"Maryland",2021,"Black",24.3,"breast"
"Maryland",2021,"Hispanic",12.9,"breast"
"Maryland",2021,"American_Indian_AlaskaNative",NA,"breast"
"Maryland",2021,"Asian",10.4,"breast"
"Maryland",2021,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"Maryland",2021,"Multiple_Races",NA,"breast"
"Maryland",2021,"Overall",19.3,"breast"
"Massachusetts",2021,"White",15.5,"breast"
"Massachusetts",2021,"Black",19.2,"breast"
"Massachusetts",2021,"Hispanic",9.9,"breast"
"Massachusetts",2021,"American_Indian_AlaskaNative",NA,"breast"
"Massachusetts",2021,"Asian",NA,"breast"
"Massachusetts",2021,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"Massachusetts",2021,"Multiple_Races",NA,"breast"
"Massachusetts",2021,"Overall",15.1,"breast"
"Michigan",2021,"White",20.2,"breast"
"Michigan",2021,"Black",24,"breast"
"Michigan",2021,"Hispanic",16.5,"breast"
"Michigan",2021,"American_Indian_AlaskaNative",NA,"breast"
"Michigan",2021,"Asian",14.8,"breast"
"Michigan",2021,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"Michigan",2021,"Multiple_Races",NA,"breast"
"Michigan",2021,"Overall",20.3,"breast"
"Minnesota",2021,"White",18.1,"breast"
"Minnesota",2021,"Black",NA,"breast"
"Minnesota",2021,"Hispanic",NA,"breast"
"Minnesota",2021,"American_Indian_AlaskaNative",NA,"breast"
"Minnesota",2021,"Asian",NA,"breast"
"Minnesota",2021,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"Minnesota",2021,"Multiple_Races",NA,"breast"
"Minnesota",2021,"Overall",17.7,"breast"
"Mississippi",2021,"White",22.4,"breast"
"Mississippi",2021,"Black",31.1,"breast"
"Mississippi",2021,"Hispanic",NA,"breast"
"Mississippi",2021,"American_Indian_AlaskaNative",NA,"breast"
"Mississippi",2021,"Asian",NA,"breast"
"Mississippi",2021,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"Mississippi",2021,"Multiple_Races",NA,"breast"
"Mississippi",2021,"Overall",25,"breast"
"Missouri",2021,"White",20.3,"breast"
"Missouri",2021,"Black",30.5,"breast"
"Missouri",2021,"Hispanic",NA,"breast"
"Missouri",2021,"American_Indian_AlaskaNative",NA,"breast"
"Missouri",2021,"Asian",NA,"breast"
"Missouri",2021,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"Missouri",2021,"Multiple_Races",NA,"breast"
"Missouri",2021,"Overall",20.6,"breast"
"Montana",2021,"White",17.4,"breast"
"Montana",2021,"Black",NA,"breast"
"Montana",2021,"Hispanic",NA,"breast"
"Montana",2021,"American_Indian_AlaskaNative",NA,"breast"
"Montana",2021,"Asian",NA,"breast"
"Montana",2021,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"Montana",2021,"Multiple_Races",NA,"breast"
"Montana",2021,"Overall",17.4,"breast"
"Nebraska",2021,"White",21.6,"breast"
"Nebraska",2021,"Black",NA,"breast"
"Nebraska",2021,"Hispanic",NA,"breast"
"Nebraska",2021,"American_Indian_AlaskaNative",NA,"breast"
"Nebraska",2021,"Asian",NA,"breast"
"Nebraska",2021,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"Nebraska",2021,"Multiple_Races",NA,"breast"
"Nebraska",2021,"Overall",20.7,"breast"
"Nevada",2021,"White",21.4,"breast"
"Nevada",2021,"Black",28.3,"breast"
"Nevada",2021,"Hispanic",13.8,"breast"
"Nevada",2021,"American_Indian_AlaskaNative",NA,"breast"
"Nevada",2021,"Asian",18.9,"breast"
"Nevada",2021,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"Nevada",2021,"Multiple_Races",NA,"breast"
"Nevada",2021,"Overall",20.8,"breast"
"New Hampshire",2021,"White",18.2,"breast"
"New Hampshire",2021,"Black",NA,"breast"
"New Hampshire",2021,"Hispanic",NA,"breast"
"New Hampshire",2021,"American_Indian_AlaskaNative",NA,"breast"
"New Hampshire",2021,"Asian",NA,"breast"
"New Hampshire",2021,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"New Hampshire",2021,"Multiple_Races",NA,"breast"
"New Hampshire",2021,"Overall",18,"breast"
"New Jersey",2021,"White",19.2,"breast"
"New Jersey",2021,"Black",25.6,"breast"
"New Jersey",2021,"Hispanic",12.4,"breast"
"New Jersey",2021,"American_Indian_AlaskaNative",NA,"breast"
"New Jersey",2021,"Asian",11.7,"breast"
"New Jersey",2021,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"New Jersey",2021,"Multiple_Races",NA,"breast"
"New Jersey",2021,"Overall",18.6,"breast"
"New Mexico",2021,"White",21.5,"breast"
"New Mexico",2021,"Black",NA,"breast"
"New Mexico",2021,"Hispanic",17.5,"breast"
"New Mexico",2021,"American_Indian_AlaskaNative",NA,"breast"
"New Mexico",2021,"Asian",NA,"breast"
"New Mexico",2021,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"New Mexico",2021,"Multiple_Races",NA,"breast"
"New Mexico",2021,"Overall",19.5,"breast"
"New York",2021,"White",17.1,"breast"
"New York",2021,"Black",22.1,"breast"
"New York",2021,"Hispanic",10.7,"breast"
"New York",2021,"American_Indian_AlaskaNative",NA,"breast"
"New York",2021,"Asian",8.8,"breast"
"New York",2021,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"New York",2021,"Multiple_Races",NA,"breast"
"New York",2021,"Overall",16.4,"breast"
"North Carolina",2021,"White",20.4,"breast"
"North Carolina",2021,"Black",26,"breast"
"North Carolina",2021,"Hispanic",7.6,"breast"
"North Carolina",2021,"American_Indian_AlaskaNative",NA,"breast"
"North Carolina",2021,"Asian",NA,"breast"
"North Carolina",2021,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"North Carolina",2021,"Multiple_Races",NA,"breast"
"North Carolina",2021,"Overall",20.4,"breast"
"North Dakota",2021,"White",15.8,"breast"
"North Dakota",2021,"Black",NA,"breast"
"North Dakota",2021,"Hispanic",NA,"breast"
"North Dakota",2021,"American_Indian_AlaskaNative",NA,"breast"
"North Dakota",2021,"Asian",NA,"breast"
"North Dakota",2021,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"North Dakota",2021,"Multiple_Races",NA,"breast"
"North Dakota",2021,"Overall",16.2,"breast"
"Ohio",2021,"White",19.7,"breast"
"Ohio",2021,"Black",28.3,"breast"
"Ohio",2021,"Hispanic",12.3,"breast"
"Ohio",2021,"American_Indian_AlaskaNative",NA,"breast"
"Ohio",2021,"Asian",NA,"breast"
"Ohio",2021,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"Ohio",2021,"Multiple_Races",NA,"breast"
"Ohio",2021,"Overall",20.3,"breast"
"Oklahoma",2021,"White",23,"breast"
"Oklahoma",2021,"Black",33.9,"breast"
"Oklahoma",2021,"Hispanic",NA,"breast"
"Oklahoma",2021,"American_Indian_AlaskaNative",19.3,"breast"
"Oklahoma",2021,"Asian",NA,"breast"
"Oklahoma",2021,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"Oklahoma",2021,"Multiple_Races",NA,"breast"
"Oklahoma",2021,"Overall",22.4,"breast"
"Oregon",2021,"White",21.4,"breast"
"Oregon",2021,"Black",NA,"breast"
"Oregon",2021,"Hispanic",12.2,"breast"
"Oregon",2021,"American_Indian_AlaskaNative",NA,"breast"
"Oregon",2021,"Asian",NA,"breast"
"Oregon",2021,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"Oregon",2021,"Multiple_Races",NA,"breast"
"Oregon",2021,"Overall",20.1,"breast"
"Pennsylvania",2021,"White",19.4,"breast"
"Pennsylvania",2021,"Black",26.6,"breast"
"Pennsylvania",2021,"Hispanic",12.8,"breast"
"Pennsylvania",2021,"American_Indian_AlaskaNative",NA,"breast"
"Pennsylvania",2021,"Asian",11.5,"breast"
"Pennsylvania",2021,"Native_Hawaiian_Pacific_Islander",NA,"breast"
"Pennsylvania",2021,"Multiple_Races",NA,"breast"
"Pennsylvania",2021,"Overall",19.6,"breast"
