"state","year","race","rate","disease"
"Kansas",2022,"Overall",474.4,"chlamydia"
"Kentucky",2022,"White",210.2,"chlamydia"
"Kentucky",2022,"Black",927.9,"chlamydia"
"Kentucky",2022,"Hispanic",336.9,"chlamydia"
"Kentucky",2022,"AmericanIndian_AlaskaNative",389,"chlamydia"
"Kentucky",2022,"Asian",71.1,"chlamydia"
"Kentucky",2022,"Native.Hawaiian.or.Pacific.Islander",313.2,"chlamydia"
"Kentucky",2022,"Multiple.races",2745.1,"chlamydia"
"Kentucky",2022,"Overall",406.8,"chlamydia"
"Louisiana",2022,"White",298.5,"chlamydia"
"Louisiana",2022,"Black",1600,"chlamydia"
"Louisiana",2022,"Hispanic",270.1,"chlamydia"
"Louisiana",2022,"AmericanIndian_AlaskaNative",283.3,"chlamydia"
"Louisiana",2022,"Asian",244.6,"chlamydia"
"Louisiana",2022,"Native.Hawaiian.or.Pacific.Islander",1295.8,"chlamydia"
"Louisiana",2022,"Multiple.races",1294.5,"chlamydia"
"Louisiana",2022,"Overall",788.6,"chlamydia"
"Maine",2022,"White",146.4,"chlamydia"
"Maine",2022,"Black",833.1,"chlamydia"
"Maine",2022,"Hispanic",193.2,"chlamydia"
"Maine",2022,"AmericanIndian_AlaskaNative",124.9,"chlamydia"
"Maine",2022,"Asian",80,"chlamydia"
"Maine",2022,"Native.Hawaiian.or.Pacific.Islander",225.2,"chlamydia"
"Maine",2022,"Multiple.races",63.4,"chlamydia"
"Maine",2022,"Overall",225.8,"chlamydia"
"Maryland",2022,"White",122.7,"chlamydia"
"Maryland",2022,"Black",526.2,"chlamydia"
"Maryland",2022,"Hispanic",188.3,"chlamydia"
"Maryland",2022,"AmericanIndian_AlaskaNative",395.7,"chlamydia"
"Maryland",2022,"Asian",56.1,"chlamydia"
"Maryland",2022,"Native.Hawaiian.or.Pacific.Islander",562.5,"chlamydia"
"Maryland",2022,"Multiple.races",2023.3,"chlamydia"
"Maryland",2022,"Overall",506.7,"chlamydia"
"Massachusetts",2022,"White",95.8,"chlamydia"
"Massachusetts",2022,"Black",668.2,"chlamydia"
"Massachusetts",2022,"Hispanic",514,"chlamydia"
"Massachusetts",2022,"AmericanIndian_AlaskaNative",189,"chlamydia"
"Massachusetts",2022,"Asian",106.1,"chlamydia"
"Massachusetts",2022,"Native.Hawaiian.or.Pacific.Islander",312.3,"chlamydia"
"Massachusetts",2022,"Multiple.races",73.6,"chlamydia"
"Massachusetts",2022,"Overall",406.4,"chlamydia"
"Michigan",2022,"White",170.6,"chlamydia"
"Michigan",2022,"Black",1311.9,"chlamydia"
"Michigan",2022,"Hispanic",423,"chlamydia"
"Michigan",2022,"AmericanIndian_AlaskaNative",360.7,"chlamydia"
"Michigan",2022,"Asian",86,"chlamydia"
"Michigan",2022,"Native.Hawaiian.or.Pacific.Islander",956.5,"chlamydia"
"Michigan",2022,"Multiple.races",67.5,"chlamydia"
"Michigan",2022,"Overall",428.3,"chlamydia"
"Minnesota",2022,"White",192.2,"chlamydia"
"Minnesota",2022,"Black",1435.3,"chlamydia"
"Minnesota",2022,"Hispanic",656.1,"chlamydia"
"Minnesota",2022,"AmericanIndian_AlaskaNative",1148.4,"chlamydia"
"Minnesota",2022,"Asian",273,"chlamydia"
"Minnesota",2022,"Native.Hawaiian.or.Pacific.Islander",1530.6,"chlamydia"
"Minnesota",2022,"Multiple.races",75.9,"chlamydia"
"Minnesota",2022,"Overall",386.1,"chlamydia"
"Mississippi",2022,"White",156.9,"chlamydia"
"Mississippi",2022,"Black",1123.6,"chlamydia"
"Mississippi",2022,"Hispanic",84.9,"chlamydia"
"Mississippi",2022,"AmericanIndian_AlaskaNative",746.3,"chlamydia"
"Mississippi",2022,"Asian",63.1,"chlamydia"
"Mississippi",2022,"Native.Hawaiian.or.Pacific.Islander",252.3,"chlamydia"
"Mississippi",2022,"Multiple.races",309.9,"chlamydia"
"Mississippi",2022,"Overall",781.2,"chlamydia"
"Missouri",2022,"White",258.9,"chlamydia"
"Missouri",2022,"Black",1841.6,"chlamydia"
"Missouri",2022,"Hispanic",418.8,"chlamydia"
"Missouri",2022,"AmericanIndian_AlaskaNative",176.8,"chlamydia"
"Missouri",2022,"Asian",143.5,"chlamydia"
"Missouri",2022,"Native.Hawaiian.or.Pacific.Islander",569.5,"chlamydia"
"Missouri",2022,"Multiple.races",446.9,"chlamydia"
"Missouri",2022,"Overall",523.6,"chlamydia"
"Montana",2022,"White",274.8,"chlamydia"
"Montana",2022,"Black",1192.6,"chlamydia"
"Montana",2022,"Hispanic",396.3,"chlamydia"
"Montana",2022,"AmericanIndian_AlaskaNative",1390.1,"chlamydia"
"Montana",2022,"Asian",181.3,"chlamydia"
"Montana",2022,"Native.Hawaiian.or.Pacific.Islander",1459,"chlamydia"
"Montana",2022,"Multiple.races",355,"chlamydia"
"Montana",2022,"Overall",364.2,"chlamydia"
"Nebraska",2022,"White",287.2,"chlamydia"
"Nebraska",2022,"Black",2073.8,"chlamydia"
"Nebraska",2022,"Hispanic",806.1,"chlamydia"
"Nebraska",2022,"AmericanIndian_AlaskaNative",1313.8,"chlamydia"
"Nebraska",2022,"Asian",212.2,"chlamydia"
"Nebraska",2022,"Native.Hawaiian.or.Pacific.Islander",576.8,"chlamydia"
"Nebraska",2022,"Multiple.races",1073.2,"chlamydia"
"Nebraska",2022,"Overall",489.2,"chlamydia"
"Nevada",2022,"White",294.4,"chlamydia"
"Nevada",2022,"Black",927.5,"chlamydia"
"Nevada",2022,"Hispanic",110.4,"chlamydia"
"Nevada",2022,"AmericanIndian_AlaskaNative",645.6,"chlamydia"
"Nevada",2022,"Asian",167.1,"chlamydia"
"Nevada",2022,"Native.Hawaiian.or.Pacific.Islander",599.8,"chlamydia"
"Nevada",2022,"Multiple.races",72.5,"chlamydia"
"Nevada",2022,"Overall",509.4,"chlamydia"
"New Hampshire",2022,"White",120.8,"chlamydia"
"New Hampshire",2022,"Black",644.4,"chlamydia"
"New Hampshire",2022,"Hispanic",260.2,"chlamydia"
"New Hampshire",2022,"AmericanIndian_AlaskaNative",170.2,"chlamydia"
"New Hampshire",2022,"Asian",64.2,"chlamydia"
"New Hampshire",2022,"Native.Hawaiian.or.Pacific.Islander",1184.8,"chlamydia"
"New Hampshire",2022,"Multiple.races",0,"chlamydia"
"New Hampshire",2022,"Overall",202.8,"chlamydia"
"New Jersey",2022,"White",124.9,"chlamydia"
"New Jersey",2022,"Black",908.8,"chlamydia"
"New Jersey",2022,"Hispanic",415.3,"chlamydia"
"New Jersey",2022,"AmericanIndian_AlaskaNative",0,"chlamydia"
"New Jersey",2022,"Asian",70.3,"chlamydia"
"New Jersey",2022,"Native.Hawaiian.or.Pacific.Islander",0,"chlamydia"
"New Jersey",2022,"Multiple.races",0,"chlamydia"
"New Jersey",2022,"Overall",357.9,"chlamydia"
"New Mexico",2022,"White",187.1,"chlamydia"
"New Mexico",2022,"Black",636.5,"chlamydia"
"New Mexico",2022,"Hispanic",374.2,"chlamydia"
"New Mexico",2022,"AmericanIndian_AlaskaNative",667.2,"chlamydia"
"New Mexico",2022,"Asian",252.2,"chlamydia"
"New Mexico",2022,"Native.Hawaiian.or.Pacific.Islander",1142,"chlamydia"
"New Mexico",2022,"Multiple.races",240.2,"chlamydia"
"New Mexico",2022,"Overall",528.6,"chlamydia"
"New York",2022,"White",154.4,"chlamydia"
"New York",2022,"Black",912.8,"chlamydia"
"New York",2022,"Hispanic",485.2,"chlamydia"
"New York",2022,"AmericanIndian_AlaskaNative",361.2,"chlamydia"
"New York",2022,"Asian",147.6,"chlamydia"
"New York",2022,"Native.Hawaiian.or.Pacific.Islander",502.7,"chlamydia"
"New York",2022,"Multiple.races",576.7,"chlamydia"
"New York",2022,"Overall",526.9,"chlamydia"
"North Carolina",2022,"White",203.1,"chlamydia"
"North Carolina",2022,"Black",1263,"chlamydia"
"North Carolina",2022,"Hispanic",607.7,"chlamydia"
"North Carolina",2022,"AmericanIndian_AlaskaNative",687.2,"chlamydia"
"North Carolina",2022,"Asian",128.2,"chlamydia"
"North Carolina",2022,"Native.Hawaiian.or.Pacific.Islander",999.1,"chlamydia"
"North Carolina",2022,"Multiple.races",156,"chlamydia"
"North Carolina",2022,"Overall",603.1,"chlamydia"
"North Dakota",2022,"White",251.5,"chlamydia"
"North Dakota",2022,"Black",1768,"chlamydia"
"North Dakota",2022,"Hispanic",462.9,"chlamydia"
"North Dakota",2022,"AmericanIndian_AlaskaNative",1672.9,"chlamydia"
"North Dakota",2022,"Asian",249.8,"chlamydia"
"North Dakota",2022,"Native.Hawaiian.or.Pacific.Islander",1161.1,"chlamydia"
"North Dakota",2022,"Multiple.races",956.3,"chlamydia"
"North Dakota",2022,"Overall",475.3,"chlamydia"
"Ohio",2022,"White",180,"chlamydia"
"Ohio",2022,"Black",1456.9,"chlamydia"
"Ohio",2022,"Hispanic",427.4,"chlamydia"
"Ohio",2022,"AmericanIndian_AlaskaNative",228.6,"chlamydia"
"Ohio",2022,"Asian",99.6,"chlamydia"
"Ohio",2022,"Native.Hawaiian.or.Pacific.Islander",1209.7,"chlamydia"
"Ohio",2022,"Multiple.races",1175.5,"chlamydia"
"Ohio",2022,"Overall",463.2,"chlamydia"
"Oklahoma",2022,"White",258.5,"chlamydia"
"Oklahoma",2022,"Black",1366.1,"chlamydia"
"Oklahoma",2022,"Hispanic",494.2,"chlamydia"
"Oklahoma",2022,"AmericanIndian_AlaskaNative",556.7,"chlamydia"
"Oklahoma",2022,"Asian",113.7,"chlamydia"
"Oklahoma",2022,"Native.Hawaiian.or.Pacific.Islander",890.8,"chlamydia"
"Oklahoma",2022,"Multiple.races",537,"chlamydia"
"Oklahoma",2022,"Overall",502.3,"chlamydia"
"Oregon",2022,"White",169.9,"chlamydia"
"Oregon",2022,"Black",923.2,"chlamydia"
"Oregon",2022,"Hispanic",445.3,"chlamydia"
"Oregon",2022,"AmericanIndian_AlaskaNative",532.1,"chlamydia"
"Oregon",2022,"Asian",144.3,"chlamydia"
"Oregon",2022,"Native.Hawaiian.or.Pacific.Islander",313.1,"chlamydia"
"Oregon",2022,"Multiple.races",290.7,"chlamydia"
"Oregon",2022,"Overall",365.6,"chlamydia"
"Pennsylvania",2022,"White",157.6,"chlamydia"
"Pennsylvania",2022,"Black",1433.7,"chlamydia"
"Pennsylvania",2022,"Hispanic",708.7,"chlamydia"
"Pennsylvania",2022,"AmericanIndian_AlaskaNative",211.3,"chlamydia"
"Pennsylvania",2022,"Asian",126,"chlamydia"
"Pennsylvania",2022,"Native.Hawaiian.or.Pacific.Islander",673.7,"chlamydia"
"Pennsylvania",2022,"Multiple.races",1528.7,"chlamydia"
"Pennsylvania",2022,"Overall",421.3,"chlamydia"
"Rhode Island",2022,"White",195.1,"chlamydia"
"Rhode Island",2022,"Black",1283,"chlamydia"
"Rhode Island",2022,"Hispanic",786.5,"chlamydia"
"Rhode Island",2022,"AmericanIndian_AlaskaNative",353.1,"chlamydia"
"Rhode Island",2022,"Asian",205.6,"chlamydia"
"Rhode Island",2022,"Native.Hawaiian.or.Pacific.Islander",870.8,"chlamydia"
"Rhode Island",2022,"Multiple.races",402.1,"chlamydia"
"Rhode Island",2022,"Overall",475.3,"chlamydia"
"South Carolina",2022,"White",195.1,"chlamydia"
"South Carolina",2022,"Black",1118.9,"chlamydia"
"South Carolina",2022,"Hispanic",314.5,"chlamydia"
"South Carolina",2022,"AmericanIndian_AlaskaNative",409.9,"chlamydia"
"South Carolina",2022,"Asian",153.5,"chlamydia"
"South Carolina",2022,"Native.Hawaiian.or.Pacific.Islander",148.1,"chlamydia"
"South Carolina",2022,"Multiple.races",244.5,"chlamydia"
"South Carolina",2022,"Overall",672.5,"chlamydia"
"South Dakota",2022,"White",250.2,"chlamydia"
"South Dakota",2022,"Black",1310.5,"chlamydia"
"South Dakota",2022,"Hispanic",734.7,"chlamydia"
"South Dakota",2022,"AmericanIndian_AlaskaNative",2578.5,"chlamydia"
"South Dakota",2022,"Asian",214.3,"chlamydia"
"South Dakota",2022,"Native.Hawaiian.or.Pacific.Islander",0,"chlamydia"
"South Dakota",2022,"Multiple.races",2888.2,"chlamydia"
"South Dakota",2022,"Overall",567.1,"chlamydia"
"Tennessee",2022,"White",279.9,"chlamydia"
"Tennessee",2022,"Black",1600.3,"chlamydia"
"Tennessee",2022,"Hispanic",725.7,"chlamydia"
"Tennessee",2022,"AmericanIndian_AlaskaNative",172.6,"chlamydia"
"Tennessee",2022,"Asian",162,"chlamydia"
"Tennessee",2022,"Native.Hawaiian.or.Pacific.Islander",684.6,"chlamydia"
"Tennessee",2022,"Multiple.races",152.5,"chlamydia"
"Tennessee",2022,"Overall",538.1,"chlamydia"
"Texas",2022,"White",192,"chlamydia"
"Texas",2022,"Black",835.6,"chlamydia"
"Texas",2022,"Hispanic",350.3,"chlamydia"
"Texas",2022,"AmericanIndian_AlaskaNative",168,"chlamydia"
"Texas",2022,"Asian",41.9,"chlamydia"
"Texas",2022,"Native.Hawaiian.or.Pacific.Islander",283.6,"chlamydia"
"Texas",2022,"Multiple.races",217.8,"chlamydia"
"Texas",2022,"Overall",517.8,"chlamydia"
"Utah",2022,"White",219,"chlamydia"
"Utah",2022,"Black",1383.1,"chlamydia"
"Utah",2022,"Hispanic",657.5,"chlamydia"
"Utah",2022,"AmericanIndian_AlaskaNative",602.9,"chlamydia"
"Utah",2022,"Asian",286.2,"chlamydia"
"Utah",2022,"Native.Hawaiian.or.Pacific.Islander",930.7,"chlamydia"
"Utah",2022,"Multiple.races",40.3,"chlamydia"
"Utah",2022,"Overall",328.6,"chlamydia"
"Vermont",2022,"White",123,"chlamydia"
"Vermont",2022,"Black",694.5,"chlamydia"
"Vermont",2022,"Hispanic",249,"chlamydia"
"Vermont",2022,"AmericanIndian_AlaskaNative",NA,"chlamydia"
"Vermont",2022,"Asian",174.9,"chlamydia"
"Vermont",2022,"Native.Hawaiian.or.Pacific.Islander",NA,"chlamydia"
"Vermont",2022,"Multiple.races",70.3,"chlamydia"
"Vermont",2022,"Overall",198,"chlamydia"
"Virginia",2022,"White",130.7,"chlamydia"
"Virginia",2022,"Black",798.5,"chlamydia"
"Virginia",2022,"Hispanic",325.4,"chlamydia"
"Virginia",2022,"AmericanIndian_AlaskaNative",797.2,"chlamydia"
"Virginia",2022,"Asian",71.6,"chlamydia"
"Virginia",2022,"Native.Hawaiian.or.Pacific.Islander",740.4,"chlamydia"
"Virginia",2022,"Multiple.races",145.6,"chlamydia"
"Virginia",2022,"Overall",469.7,"chlamydia"
"Washington",2022,"White",155.6,"chlamydia"
"Washington",2022,"Black",610,"chlamydia"
"Washington",2022,"Hispanic",490.5,"chlamydia"
"Washington",2022,"AmericanIndian_AlaskaNative",550,"chlamydia"
"Washington",2022,"Asian",77.2,"chlamydia"
"Washington",2022,"Native.Hawaiian.or.Pacific.Islander",568.9,"chlamydia"
"Washington",2022,"Multiple.races",142.1,"chlamydia"
"Washington",2022,"Overall",365.2,"chlamydia"
"West Virginia",2022,"White",168.5,"chlamydia"
"West Virginia",2022,"Black",893.1,"chlamydia"
"West Virginia",2022,"Hispanic",203.9,"chlamydia"
"West Virginia",2022,"AmericanIndian_AlaskaNative",51.3,"chlamydia"
"West Virginia",2022,"Asian",126.1,"chlamydia"
"West Virginia",2022,"Native.Hawaiian.or.Pacific.Islander",469.5,"chlamydia"
"West Virginia",2022,"Multiple.races",1225.8,"chlamydia"
"West Virginia",2022,"Overall",250.7,"chlamydia"
"Wisconsin",2022,"White",208.3,"chlamydia"
"Wisconsin",2022,"Black",2597.5,"chlamydia"
"Wisconsin",2022,"Hispanic",746,"chlamydia"
"Wisconsin",2022,"AmericanIndian_AlaskaNative",821.8,"chlamydia"
"Wisconsin",2022,"Asian",223.5,"chlamydia"
"Wisconsin",2022,"Native.Hawaiian.or.Pacific.Islander",1495.6,"chlamydia"
"Wisconsin",2022,"Multiple.races",50.4,"chlamydia"
"Wisconsin",2022,"Overall",435.7,"chlamydia"
"Wyoming",2022,"White",31.7,"chlamydia"
"Wyoming",2022,"Black",199.9,"chlamydia"
"Wyoming",2022,"Hispanic",280.2,"chlamydia"
"Wyoming",2022,"AmericanIndian_AlaskaNative",355.1,"chlamydia"
"Wyoming",2022,"Asian",33.8,"chlamydia"
"Wyoming",2022,"Native.Hawaiian.or.Pacific.Islander",0,"chlamydia"
"Wyoming",2022,"Multiple.races",0,"chlamydia"
"Wyoming",2022,"Overall",308.4,"chlamydia"
"United States",2023,"White",182.1,"chlamydia"
"United States",2023,"Black",1166.9,"chlamydia"
"United States",2023,"Hispanic",387.7,"chlamydia"
"United States",2023,"AmericanIndian_AlaskaNative",711.3,"chlamydia"
"United States",2023,"Asian",105.3,"chlamydia"
"United States",2023,"Native.Hawaiian.or.Pacific.Islander",586.7,"chlamydia"
"United States",2023,"Multiple.races",353,"chlamydia"
"United States",2023,"Overall",492.2,"chlamydia"
"Alabama",2023,"White",180.8,"chlamydia"
"Alabama",2023,"Black",1082.8,"chlamydia"
"Alabama",2023,"Hispanic",307.8,"chlamydia"
"Alabama",2023,"AmericanIndian_AlaskaNative",216.7,"chlamydia"
"Alabama",2023,"Asian",129.7,"chlamydia"
"Alabama",2023,"Native.Hawaiian.or.Pacific.Islander",916.8,"chlamydia"
"Alabama",2023,"Multiple.races",435.8,"chlamydia"
"Alabama",2023,"Overall",651.1,"chlamydia"
"Alaska",2023,"White",216.3,"chlamydia"
"Alaska",2023,"Black",1324.1,"chlamydia"
"Alaska",2023,"Hispanic",457,"chlamydia"
"Alaska",2023,"AmericanIndian_AlaskaNative",2243.4,"chlamydia"
"Alaska",2023,"Asian",192.9,"chlamydia"
"Alaska",2023,"Native.Hawaiian.or.Pacific.Islander",826.6,"chlamydia"
"Alaska",2023,"Multiple.races",951.3,"chlamydia"
"Alaska",2023,"Overall",697.7,"chlamydia"
"Arizona",2023,"White",168.1,"chlamydia"
"Arizona",2023,"Black",1064.3,"chlamydia"
"Arizona",2023,"Hispanic",540.1,"chlamydia"
"Arizona",2023,"AmericanIndian_AlaskaNative",920.1,"chlamydia"
"Arizona",2023,"Asian",115.3,"chlamydia"
"Arizona",2023,"Native.Hawaiian.or.Pacific.Islander",688,"chlamydia"
"Arizona",2023,"Multiple.races",313.6,"chlamydia"
"Arizona",2023,"Overall",552.5,"chlamydia"
"Arkansas",2023,"White",213.6,"chlamydia"
"Arkansas",2023,"Black",1540.5,"chlamydia"
"Arkansas",2023,"Hispanic",283.1,"chlamydia"
"Arkansas",2023,"AmericanIndian_AlaskaNative",53.1,"chlamydia"
"Arkansas",2023,"Asian",118.9,"chlamydia"
"Arkansas",2023,"Native.Hawaiian.or.Pacific.Islander",616.8,"chlamydia"
"Arkansas",2023,"Multiple.races",432.2,"chlamydia"
"Arkansas",2023,"Overall",579.6,"chlamydia"
"California",2023,"White",178.6,"chlamydia"
"California",2023,"Black",555.5,"chlamydia"
"California",2023,"Hispanic",242.1,"chlamydia"
"California",2023,"AmericanIndian_AlaskaNative",200.5,"chlamydia"
"California",2023,"Asian",76.9,"chlamydia"
"California",2023,"Native.Hawaiian.or.Pacific.Islander",285.8,"chlamydia"
"California",2023,"Multiple.races",14.8,"chlamydia"
"California",2023,"Overall",491.1,"chlamydia"
"Colorado",2023,"White",196.3,"chlamydia"
"Colorado",2023,"Black",1122.6,"chlamydia"
"Colorado",2023,"Hispanic",716.3,"chlamydia"
"Colorado",2023,"AmericanIndian_AlaskaNative",598.9,"chlamydia"
"Colorado",2023,"Asian",168.3,"chlamydia"
"Colorado",2023,"Native.Hawaiian.or.Pacific.Islander",1356.8,"chlamydia"
"Colorado",2023,"Multiple.races",264.2,"chlamydia"
"Colorado",2023,"Overall",435.1,"chlamydia"
"Connecticut",2023,"White",86.2,"chlamydia"
"Connecticut",2023,"Black",577.1,"chlamydia"
"Connecticut",2023,"Hispanic",0,"chlamydia"
"Connecticut",2023,"AmericanIndian_AlaskaNative",247.3,"chlamydia"
"Connecticut",2023,"Asian",48.2,"chlamydia"
"Connecticut",2023,"Native.Hawaiian.or.Pacific.Islander",2544.7,"chlamydia"
"Connecticut",2023,"Multiple.races",16.9,"chlamydia"
"Connecticut",2023,"Overall",364.8,"chlamydia"
"Delaware",2023,"White",222.8,"chlamydia"
"Delaware",2023,"Black",1459.5,"chlamydia"
"Delaware",2023,"Hispanic",685.7,"chlamydia"
"Delaware",2023,"AmericanIndian_AlaskaNative",161.7,"chlamydia"
"Delaware",2023,"Asian",100.7,"chlamydia"
"Delaware",2023,"Native.Hawaiian.or.Pacific.Islander",7843.1,"chlamydia"
"Delaware",2023,"Multiple.races",48.1,"chlamydia"
"Delaware",2023,"Overall",552.7,"chlamydia"
"District of Columbia",2023,"White",339.5,"chlamydia"
"District of Columbia",2023,"Black",600.1,"chlamydia"
"District of Columbia",2023,"Hispanic",0,"chlamydia"
"District of Columbia",2023,"AmericanIndian_AlaskaNative",1010.1,"chlamydia"
"District of Columbia",2023,"Asian",170.8,"chlamydia"
"District of Columbia",2023,"Native.Hawaiian.or.Pacific.Islander",1039,"chlamydia"
"District of Columbia",2023,"Multiple.races",717,"chlamydia"
"District of Columbia",2023,"Overall",1228,"chlamydia"
"Florida",2023,"White",155.9,"chlamydia"
"Florida",2023,"Black",986.5,"chlamydia"
"Florida",2023,"Hispanic",240.2,"chlamydia"
"Florida",2023,"AmericanIndian_AlaskaNative",327.3,"chlamydia"
"Florida",2023,"Asian",83.5,"chlamydia"
"Florida",2023,"Native.Hawaiian.or.Pacific.Islander",537.6,"chlamydia"
"Florida",2023,"Multiple.races",0,"chlamydia"
"Florida",2023,"Overall",498.9,"chlamydia"
"Georgia",2023,"White",229.8,"chlamydia"
"Georgia",2023,"Black",1309.7,"chlamydia"
"Georgia",2023,"Hispanic",418.8,"chlamydia"
"Georgia",2023,"AmericanIndian_AlaskaNative",186.8,"chlamydia"
"Georgia",2023,"Asian",115.1,"chlamydia"
"Georgia",2023,"Native.Hawaiian.or.Pacific.Islander",373.7,"chlamydia"
"Georgia",2023,"Multiple.races",12.9,"chlamydia"
"Georgia",2023,"Overall",646.4,"chlamydia"
"Hawaii",2023,"White",196.9,"chlamydia"
"Hawaii",2023,"Black",759.8,"chlamydia"
"Hawaii",2023,"Hispanic",203.3,"chlamydia"
"Hawaii",2023,"AmericanIndian_AlaskaNative",283.1,"chlamydia"
"Hawaii",2023,"Asian",122.1,"chlamydia"
"Hawaii",2023,"Native.Hawaiian.or.Pacific.Islander",503.3,"chlamydia"
"Hawaii",2023,"Multiple.races",86.9,"chlamydia"
"Hawaii",2023,"Overall",435.6,"chlamydia"
"Idaho",2023,"White",167.7,"chlamydia"
"Idaho",2023,"Black",748.4,"chlamydia"
"Idaho",2023,"Hispanic",358.9,"chlamydia"
"Idaho",2023,"AmericanIndian_AlaskaNative",442.1,"chlamydia"
"Idaho",2023,"Asian",101.3,"chlamydia"
"Idaho",2023,"Native.Hawaiian.or.Pacific.Islander",269.1,"chlamydia"
"Idaho",2023,"Multiple.races",722.4,"chlamydia"
"Idaho",2023,"Overall",294.9,"chlamydia"
"Illinois",2023,"White",197.1,"chlamydia"
"Illinois",2023,"Black",1664.1,"chlamydia"
"Illinois",2023,"Hispanic",624.8,"chlamydia"
"Illinois",2023,"AmericanIndian_AlaskaNative",562.2,"chlamydia"
"Illinois",2023,"Asian",137.9,"chlamydia"
"Illinois",2023,"Native.Hawaiian.or.Pacific.Islander",1703.8,"chlamydia"
"Illinois",2023,"Multiple.races",237,"chlamydia"
"Illinois",2023,"Overall",557.7,"chlamydia"
"Indiana",2023,"White",213.8,"chlamydia"
"Indiana",2023,"Black",1442.1,"chlamydia"
"Indiana",2023,"Hispanic",504.9,"chlamydia"
"Indiana",2023,"AmericanIndian_AlaskaNative",309.8,"chlamydia"
"Indiana",2023,"Asian",158.7,"chlamydia"
"Indiana",2023,"Native.Hawaiian.or.Pacific.Islander",887.3,"chlamydia"
"Indiana",2023,"Multiple.races",731.5,"chlamydia"
"Indiana",2023,"Overall",491,"chlamydia"
"Iowa",2023,"White",260.2,"chlamydia"
"Iowa",2023,"Black",2090.8,"chlamydia"
"Iowa",2023,"Hispanic",656.4,"chlamydia"
"Iowa",2023,"AmericanIndian_AlaskaNative",1226.2,"chlamydia"
"Iowa",2023,"Asian",238.3,"chlamydia"
"Iowa",2023,"Native.Hawaiian.or.Pacific.Islander",1725.2,"chlamydia"
"Iowa",2023,"Multiple.races",408.3,"chlamydia"
"Iowa",2023,"Overall",426.8,"chlamydia"
"Kansas",2023,"White",269.2,"chlamydia"
"Kansas",2023,"Black",1686.5,"chlamydia"
"Kansas",2023,"Hispanic",600.9,"chlamydia"
"Kansas",2023,"AmericanIndian_AlaskaNative",697.3,"chlamydia"
"Kansas",2023,"Asian",198,"chlamydia"
"Kansas",2023,"Native.Hawaiian.or.Pacific.Islander",637.1,"chlamydia"
"Kansas",2023,"Multiple.races",0,"chlamydia"
"Kansas",2023,"Overall",453.8,"chlamydia"
"Kentucky",2023,"White",207.8,"chlamydia"
"Kentucky",2023,"Black",1052.8,"chlamydia"
"Kentucky",2023,"Hispanic",375.5,"chlamydia"
"Kentucky",2023,"AmericanIndian_AlaskaNative",125.3,"chlamydia"
"Kentucky",2023,"Asian",140.2,"chlamydia"
"Kentucky",2023,"Native.Hawaiian.or.Pacific.Islander",270.7,"chlamydia"
"Kentucky",2023,"Multiple.races",2442.6,"chlamydia"
"Kentucky",2023,"Overall",381.9,"chlamydia"
"Louisiana",2023,"White",309,"chlamydia"
"Louisiana",2023,"Black",1659.9,"chlamydia"
"Louisiana",2023,"Hispanic",180.9,"chlamydia"
"Louisiana",2023,"AmericanIndian_AlaskaNative",243.6,"chlamydia"
"Louisiana",2023,"Asian",283.9,"chlamydia"
"Louisiana",2023,"Native.Hawaiian.or.Pacific.Islander",1376.9,"chlamydia"
"Louisiana",2023,"Multiple.races",1467.2,"chlamydia"
"Louisiana",2023,"Overall",792.4,"chlamydia"
"Maine",2023,"White",134.3,"chlamydia"
"Maine",2023,"Black",780.5,"chlamydia"
"Maine",2023,"Hispanic",197.6,"chlamydia"
"Maine",2023,"AmericanIndian_AlaskaNative",113.3,"chlamydia"
"Maine",2023,"Asian",152.3,"chlamydia"
"Maine",2023,"Native.Hawaiian.or.Pacific.Islander",0,"chlamydia"
"Maine",2023,"Multiple.races",46.3,"chlamydia"
"Maine",2023,"Overall",217.4,"chlamydia"
"Maryland",2023,"White",135.2,"chlamydia"
"Maryland",2023,"Black",821.9,"chlamydia"
"Maryland",2023,"Hispanic",258.6,"chlamydia"
"Maryland",2023,"AmericanIndian_AlaskaNative",901.6,"chlamydia"
"Maryland",2023,"Asian",72.1,"chlamydia"
"Maryland",2023,"Native.Hawaiian.or.Pacific.Islander",328.9,"chlamydia"
"Maryland",2023,"Multiple.races",475.1,"chlamydia"
"Maryland",2023,"Overall",579.8,"chlamydia"
"Massachusetts",2023,"White",95.2,"chlamydia"
"Massachusetts",2023,"Black",691.4,"chlamydia"
"Massachusetts",2023,"Hispanic",542,"chlamydia"
"Massachusetts",2023,"AmericanIndian_AlaskaNative",262.4,"chlamydia"
"Massachusetts",2023,"Asian",95.4,"chlamydia"
"Massachusetts",2023,"Native.Hawaiian.or.Pacific.Islander",798.5,"chlamydia"
"Massachusetts",2023,"Multiple.races",88.4,"chlamydia"
"Massachusetts",2023,"Overall",412.7,"chlamydia"
"Michigan",2023,"White",160.6,"chlamydia"
"Michigan",2023,"Black",1442.5,"chlamydia"
"Michigan",2023,"Hispanic",438.3,"chlamydia"
"Michigan",2023,"AmericanIndian_AlaskaNative",379.9,"chlamydia"
"Michigan",2023,"Asian",87.2,"chlamydia"
"Michigan",2023,"Native.Hawaiian.or.Pacific.Islander",877.8,"chlamydia"
