"state","year","race","rate","disease"
"United States",2021,"Asian",37.8,"gonorrhea"
"United States",2021,"Native.Hawaiian.or.Pacific.Islander",204.9,"gonorrhea"
"United States",2021,"Multiple.races",162.2,"gonorrhea"
"United States",2021,"Overall",214,"gonorrhea"
"Alabama",2021,"White",62.7,"gonorrhea"
"Alabama",2021,"Black",546.9,"gonorrhea"
"Alabama",2021,"Hispanic",33.2,"gonorrhea"
"Alabama",2021,"AmericanIndian_AlaskaNative",71,"gonorrhea"
"Alabama",2021,"Asian",18.4,"gonorrhea"
"Alabama",2021,"Native.Hawaiian.or.Pacific.Islander",78.2,"gonorrhea"
"Alabama",2021,"Multiple.races",115,"gonorrhea"
"Alabama",2021,"Overall",321.3,"gonorrhea"
"Alaska",2021,"White",61.6,"gonorrhea"
"Alaska",2021,"Black",646.1,"gonorrhea"
"Alaska",2021,"Hispanic",124.2,"gonorrhea"
"Alaska",2021,"AmericanIndian_AlaskaNative",863.9,"gonorrhea"
"Alaska",2021,"Asian",36.3,"gonorrhea"
"Alaska",2021,"Native.Hawaiian.or.Pacific.Islander",192.9,"gonorrhea"
"Alaska",2021,"Multiple.races",440.1,"gonorrhea"
"Alaska",2021,"Overall",269.8,"gonorrhea"
"Arizona",2021,"White",96.3,"gonorrhea"
"Arizona",2021,"Black",840.2,"gonorrhea"
"Arizona",2021,"Hispanic",213.7,"gonorrhea"
"Arizona",2021,"AmericanIndian_AlaskaNative",429.5,"gonorrhea"
"Arizona",2021,"Asian",44.8,"gonorrhea"
"Arizona",2021,"Native.Hawaiian.or.Pacific.Islander",185.1,"gonorrhea"
"Arizona",2021,"Multiple.races",277.9,"gonorrhea"
"Arizona",2021,"Overall",253.2,"gonorrhea"
"Arkansas",2021,"White",93,"gonorrhea"
"Arkansas",2021,"Black",818.5,"gonorrhea"
"Arkansas",2021,"Hispanic",82.4,"gonorrhea"
"Arkansas",2021,"AmericanIndian_AlaskaNative",46,"gonorrhea"
"Arkansas",2021,"Asian",34.4,"gonorrhea"
"Arkansas",2021,"Native.Hawaiian.or.Pacific.Islander",143.5,"gonorrhea"
"Arkansas",2021,"Multiple.races",96,"gonorrhea"
"Arkansas",2021,"Overall",270.2,"gonorrhea"
"California",2021,"White",118.8,"gonorrhea"
"California",2021,"Black",608.6,"gonorrhea"
"California",2021,"Hispanic",144,"gonorrhea"
"California",2021,"AmericanIndian_AlaskaNative",218.2,"gonorrhea"
"California",2021,"Asian",47.1,"gonorrhea"
"California",2021,"Native.Hawaiian.or.Pacific.Islander",215.7,"gonorrhea"
"California",2021,"Multiple.races",38.8,"gonorrhea"
"California",2021,"Overall",233.1,"gonorrhea"
"Colorado",2021,"White",91.2,"gonorrhea"
"Colorado",2021,"Black",805.7,"gonorrhea"
"Colorado",2021,"Hispanic",259,"gonorrhea"
"Colorado",2021,"AmericanIndian_AlaskaNative",285,"gonorrhea"
"Colorado",2021,"Asian",48.1,"gonorrhea"
"Colorado",2021,"Native.Hawaiian.or.Pacific.Islander",368,"gonorrhea"
"Colorado",2021,"Multiple.races",94.3,"gonorrhea"
"Colorado",2021,"Overall",182.3,"gonorrhea"
"Connecticut",2021,"White",52.4,"gonorrhea"
"Connecticut",2021,"Black",412.3,"gonorrhea"
"Connecticut",2021,"Hispanic",0,"gonorrhea"
"Connecticut",2021,"AmericanIndian_AlaskaNative",209.6,"gonorrhea"
"Connecticut",2021,"Asian",26.4,"gonorrhea"
"Connecticut",2021,"Native.Hawaiian.or.Pacific.Islander",0,"gonorrhea"
"Connecticut",2021,"Multiple.races",0,"gonorrhea"
"Connecticut",2021,"Overall",149.9,"gonorrhea"
"Delaware",2021,"White",41.4,"gonorrhea"
"Delaware",2021,"Black",420.7,"gonorrhea"
"Delaware",2021,"Hispanic",50.4,"gonorrhea"
"Delaware",2021,"AmericanIndian_AlaskaNative",131.9,"gonorrhea"
"Delaware",2021,"Asian",24,"gonorrhea"
"Delaware",2021,"Native.Hawaiian.or.Pacific.Islander",0,"gonorrhea"
"Delaware",2021,"Multiple.races",7.9,"gonorrhea"
"Delaware",2021,"Overall",153.6,"gonorrhea"
"District of Columbia",2021,"White",222.2,"gonorrhea"
"District of Columbia",2021,"Black",273.8,"gonorrhea"
"District of Columbia",2021,"Hispanic",250.9,"gonorrhea"
"District of Columbia",2021,"AmericanIndian_AlaskaNative",361.5,"gonorrhea"
"District of Columbia",2021,"Asian",98.9,"gonorrhea"
"District of Columbia",2021,"Native.Hawaiian.or.Pacific.Islander",0,"gonorrhea"
"District of Columbia",2021,"Multiple.races",30.3,"gonorrhea"
"District of Columbia",2021,"Overall",645,"gonorrhea"
"Florida",2021,"White",72.8,"gonorrhea"
"Florida",2021,"Black",538.8,"gonorrhea"
"Florida",2021,"Hispanic",115.7,"gonorrhea"
"Florida",2021,"AmericanIndian_AlaskaNative",104.6,"gonorrhea"
"Florida",2021,"Asian",37.6,"gonorrhea"
"Florida",2021,"Native.Hawaiian.or.Pacific.Islander",254.2,"gonorrhea"
"Florida",2021,"Multiple.races",0,"gonorrhea"
"Florida",2021,"Overall",205.4,"gonorrhea"
"Georgia",2021,"White",94.6,"gonorrhea"
"Georgia",2021,"Black",660,"gonorrhea"
"Georgia",2021,"Hispanic",104.4,"gonorrhea"
"Georgia",2021,"AmericanIndian_AlaskaNative",208.2,"gonorrhea"
"Georgia",2021,"Asian",38.5,"gonorrhea"
"Georgia",2021,"Native.Hawaiian.or.Pacific.Islander",218.8,"gonorrhea"
"Georgia",2021,"Multiple.races",8.3,"gonorrhea"
"Georgia",2021,"Overall",296.3,"gonorrhea"
"Hawaii",2021,"White",68.1,"gonorrhea"
"Hawaii",2021,"Black",223.9,"gonorrhea"
"Hawaii",2021,"Hispanic",60.6,"gonorrhea"
"Hawaii",2021,"AmericanIndian_AlaskaNative",64.5,"gonorrhea"
"Hawaii",2021,"Asian",27.3,"gonorrhea"
"Hawaii",2021,"Native.Hawaiian.or.Pacific.Islander",161.6,"gonorrhea"
"Hawaii",2021,"Multiple.races",29.9,"gonorrhea"
"Hawaii",2021,"Overall",101.1,"gonorrhea"
"Idaho",2021,"White",36.2,"gonorrhea"
"Idaho",2021,"Black",232.9,"gonorrhea"
"Idaho",2021,"Hispanic",61.5,"gonorrhea"
"Idaho",2021,"AmericanIndian_AlaskaNative",214.4,"gonorrhea"
"Idaho",2021,"Asian",17.6,"gonorrhea"
"Idaho",2021,"Native.Hawaiian.or.Pacific.Islander",115.8,"gonorrhea"
"Idaho",2021,"Multiple.races",158.3,"gonorrhea"
"Idaho",2021,"Overall",63,"gonorrhea"
"Illinois",2021,"White",84.3,"gonorrhea"
"Illinois",2021,"Black",922.9,"gonorrhea"
"Illinois",2021,"Hispanic",134.4,"gonorrhea"
"Illinois",2021,"AmericanIndian_AlaskaNative",176.6,"gonorrhea"
"Illinois",2021,"Asian",41,"gonorrhea"
"Illinois",2021,"Native.Hawaiian.or.Pacific.Islander",501.5,"gonorrhea"
"Illinois",2021,"Multiple.races",140.4,"gonorrhea"
"Illinois",2021,"Overall",240.3,"gonorrhea"
"Indiana",2021,"White",89.9,"gonorrhea"
"Indiana",2021,"Black",895,"gonorrhea"
"Indiana",2021,"Hispanic",136,"gonorrhea"
"Indiana",2021,"AmericanIndian_AlaskaNative",101.2,"gonorrhea"
"Indiana",2021,"Asian",19.9,"gonorrhea"
"Indiana",2021,"Native.Hawaiian.or.Pacific.Islander",561.2,"gonorrhea"
"Indiana",2021,"Multiple.races",181.5,"gonorrhea"
"Indiana",2021,"Overall",212.8,"gonorrhea"
"Iowa",2021,"White",128.5,"gonorrhea"
"Iowa",2021,"Black",NA,"gonorrhea"
"Iowa",2021,"Hispanic",187.8,"gonorrhea"
"Iowa",2021,"AmericanIndian_AlaskaNative",945.5,"gonorrhea"
"Iowa",2021,"Asian",81.1,"gonorrhea"
"Iowa",2021,"Native.Hawaiian.or.Pacific.Islander",399.3,"gonorrhea"
"Iowa",2021,"Multiple.races",170,"gonorrhea"
"Iowa",2021,"Overall",200.5,"gonorrhea"
"Kansas",2021,"White",112.2,"gonorrhea"
"Kansas",2021,"Black",NA,"gonorrhea"
"Kansas",2021,"Hispanic",163.1,"gonorrhea"
"Kansas",2021,"AmericanIndian_AlaskaNative",197.4,"gonorrhea"
"Kansas",2021,"Asian",50.3,"gonorrhea"
"Kansas",2021,"Native.Hawaiian.or.Pacific.Islander",161,"gonorrhea"
"Kansas",2021,"Multiple.races",0,"gonorrhea"
"Kansas",2021,"Overall",192.4,"gonorrhea"
"Kentucky",2021,"White",75,"gonorrhea"
"Kentucky",2021,"Black",555.8,"gonorrhea"
"Kentucky",2021,"Hispanic",59.6,"gonorrhea"
"Kentucky",2021,"AmericanIndian_AlaskaNative",150.3,"gonorrhea"
"Kentucky",2021,"Asian",20,"gonorrhea"
"Kentucky",2021,"Native.Hawaiian.or.Pacific.Islander",0,"gonorrhea"
"Kentucky",2021,"Multiple.races",860.1,"gonorrhea"
"Kentucky",2021,"Overall",182.3,"gonorrhea"
"Louisiana",2021,"White",129.6,"gonorrhea"
"Louisiana",2021,"Black",779.2,"gonorrhea"
"Louisiana",2021,"Hispanic",158.7,"gonorrhea"
"Louisiana",2021,"AmericanIndian_AlaskaNative",125.2,"gonorrhea"
"Louisiana",2021,"Asian",71.4,"gonorrhea"
"Louisiana",2021,"Native.Hawaiian.or.Pacific.Islander",111.4,"gonorrhea"
"Louisiana",2021,"Multiple.races",455.4,"gonorrhea"
"Louisiana",2021,"Overall",354.5,"gonorrhea"
"Maine",2021,"White",26.4,"gonorrhea"
"Maine",2021,"Black",284.4,"gonorrhea"
"Maine",2021,"Hispanic",66.6,"gonorrhea"
"Maine",2021,"AmericanIndian_AlaskaNative",33.7,"gonorrhea"
"Maine",2021,"Asian",16.3,"gonorrhea"
"Maine",2021,"Native.Hawaiian.or.Pacific.Islander",0,"gonorrhea"
"Maine",2021,"Multiple.races",74,"gonorrhea"
"Maine",2021,"Overall",33.7,"gonorrhea"
"Maryland",2021,"White",NA,"gonorrhea"
"Maryland",2021,"Black",NA,"gonorrhea"
"Maryland",2021,"Hispanic",NA,"gonorrhea"
"Maryland",2021,"AmericanIndian_AlaskaNative",NA,"gonorrhea"
"Maryland",2021,"Asian",NA,"gonorrhea"
"Maryland",2021,"Native.Hawaiian.or.Pacific.Islander",NA,"gonorrhea"
"Maryland",2021,"Multiple.races",NA,"gonorrhea"
"Maryland",2021,"Overall",NA,"gonorrhea"
"Massachusetts",2021,"White",37.2,"gonorrhea"
"Massachusetts",2021,"Black",261.2,"gonorrhea"
"Massachusetts",2021,"Hispanic",150.4,"gonorrhea"
"Massachusetts",2021,"AmericanIndian_AlaskaNative",46.7,"gonorrhea"
"Massachusetts",2021,"Asian",32.7,"gonorrhea"
"Massachusetts",2021,"Native.Hawaiian.or.Pacific.Islander",127.3,"gonorrhea"
"Massachusetts",2021,"Multiple.races",34.3,"gonorrhea"
"Massachusetts",2021,"Overall",118,"gonorrhea"
"Michigan",2021,"White",66.8,"gonorrhea"
"Michigan",2021,"Black",881.2,"gonorrhea"
"Michigan",2021,"Hispanic",137.5,"gonorrhea"
"Michigan",2021,"AmericanIndian_AlaskaNative",124.9,"gonorrhea"
"Michigan",2021,"Asian",23.6,"gonorrhea"
"Michigan",2021,"Native.Hawaiian.or.Pacific.Islander",409.6,"gonorrhea"
"Michigan",2021,"Multiple.races",28.8,"gonorrhea"
"Michigan",2021,"Overall",218.4,"gonorrhea"
"Minnesota",2021,"White",69,"gonorrhea"
"Minnesota",2021,"Black",939.9,"gonorrhea"
"Minnesota",2021,"Hispanic",187.1,"gonorrhea"
"Minnesota",2021,"AmericanIndian_AlaskaNative",677.2,"gonorrhea"
"Minnesota",2021,"Asian",65.1,"gonorrhea"
"Minnesota",2021,"Native.Hawaiian.or.Pacific.Islander",612.4,"gonorrhea"
"Minnesota",2021,"Multiple.races",37.2,"gonorrhea"
"Minnesota",2021,"Overall",169.3,"gonorrhea"
"Mississippi",2021,"White",94.9,"gonorrhea"
"Mississippi",2021,"Black",646.9,"gonorrhea"
"Mississippi",2021,"Hispanic",43.7,"gonorrhea"
"Mississippi",2021,"AmericanIndian_AlaskaNative",286.8,"gonorrhea"
"Mississippi",2021,"Asian",21.5,"gonorrhea"
"Mississippi",2021,"Native.Hawaiian.or.Pacific.Islander",175.6,"gonorrhea"
"Mississippi",2021,"Multiple.races",169.2,"gonorrhea"
"Mississippi",2021,"Overall",427.7,"gonorrhea"
"Missouri",2021,"White",115,"gonorrhea"
"Missouri",2021,"Black",NA,"gonorrhea"
"Missouri",2021,"Hispanic",163.3,"gonorrhea"
"Missouri",2021,"AmericanIndian_AlaskaNative",92.1,"gonorrhea"
"Missouri",2021,"Asian",32.5,"gonorrhea"
"Missouri",2021,"Native.Hawaiian.or.Pacific.Islander",177.3,"gonorrhea"
"Missouri",2021,"Multiple.races",286.7,"gonorrhea"
"Missouri",2021,"Overall",254.8,"gonorrhea"
"Montana",2021,"White",67.5,"gonorrhea"
"Montana",2021,"Black",651.7,"gonorrhea"
"Montana",2021,"Hispanic",129.1,"gonorrhea"
"Montana",2021,"AmericanIndian_AlaskaNative",956.3,"gonorrhea"
"Montana",2021,"Asian",9.4,"gonorrhea"
"Montana",2021,"Native.Hawaiian.or.Pacific.Islander",979.2,"gonorrhea"
"Montana",2021,"Multiple.races",138.8,"gonorrhea"
"Montana",2021,"Overall",131.1,"gonorrhea"
"Nebraska",2021,"White",78.9,"gonorrhea"
"Nebraska",2021,"Black",NA,"gonorrhea"
"Nebraska",2021,"Hispanic",116.3,"gonorrhea"
"Nebraska",2021,"AmericanIndian_AlaskaNative",663.9,"gonorrhea"
"Nebraska",2021,"Asian",47.4,"gonorrhea"
"Nebraska",2021,"Native.Hawaiian.or.Pacific.Islander",149.4,"gonorrhea"
"Nebraska",2021,"Multiple.races",319.3,"gonorrhea"
"Nebraska",2021,"Overall",156,"gonorrhea"
"Nevada",2021,"White",176.3,"gonorrhea"
"Nevada",2021,"Black",699.4,"gonorrhea"
"Nevada",2021,"Hispanic",0,"gonorrhea"
"Nevada",2021,"AmericanIndian_AlaskaNative",71.7,"gonorrhea"
"Nevada",2021,"Asian",50.7,"gonorrhea"
"Nevada",2021,"Native.Hawaiian.or.Pacific.Islander",193.4,"gonorrhea"
"Nevada",2021,"Multiple.races",71.6,"gonorrhea"
"Nevada",2021,"Overall",270,"gonorrhea"
"New Hampshire",2021,"White",30.5,"gonorrhea"
"New Hampshire",2021,"Black",246.3,"gonorrhea"
"New Hampshire",2021,"Hispanic",88.7,"gonorrhea"
"New Hampshire",2021,"AmericanIndian_AlaskaNative",33.8,"gonorrhea"
"New Hampshire",2021,"Asian",21.3,"gonorrhea"
"New Hampshire",2021,"Native.Hawaiian.or.Pacific.Islander",241,"gonorrhea"
"New Hampshire",2021,"Multiple.races",0,"gonorrhea"
"New Hampshire",2021,"Overall",44.1,"gonorrhea"
"New Jersey",2021,"White",29.6,"gonorrhea"
"New Jersey",2021,"Black",393.3,"gonorrhea"
"New Jersey",2021,"Hispanic",85.5,"gonorrhea"
"New Jersey",2021,"AmericanIndian_AlaskaNative",0,"gonorrhea"
"New Jersey",2021,"Asian",13.5,"gonorrhea"
"New Jersey",2021,"Native.Hawaiian.or.Pacific.Islander",0,"gonorrhea"
"New Jersey",2021,"Multiple.races",0,"gonorrhea"
"New Jersey",2021,"Overall",110.7,"gonorrhea"
"New Mexico",2021,"White",108.9,"gonorrhea"
"New Mexico",2021,"Black",520,"gonorrhea"
"New Mexico",2021,"Hispanic",176.2,"gonorrhea"
"New Mexico",2021,"AmericanIndian_AlaskaNative",337.9,"gonorrhea"
"New Mexico",2021,"Asian",81.6,"gonorrhea"
"New Mexico",2021,"Native.Hawaiian.or.Pacific.Islander",280.3,"gonorrhea"
"New Mexico",2021,"Multiple.races",141.9,"gonorrhea"
"New Mexico",2021,"Overall",240.1,"gonorrhea"
"New York",2021,"White",72.9,"gonorrhea"
"New York",2021,"Black",546.8,"gonorrhea"
"New York",2021,"Hispanic",180.8,"gonorrhea"
"New York",2021,"AmericanIndian_AlaskaNative",121.3,"gonorrhea"
"New York",2021,"Asian",45.4,"gonorrhea"
"New York",2021,"Native.Hawaiian.or.Pacific.Islander",199.3,"gonorrhea"
"New York",2021,"Multiple.races",437.3,"gonorrhea"
"New York",2021,"Overall",217,"gonorrhea"
"North Carolina",2021,"White",67.5,"gonorrhea"
"North Carolina",2021,"Black",676.8,"gonorrhea"
"North Carolina",2021,"Hispanic",132.2,"gonorrhea"
"North Carolina",2021,"AmericanIndian_AlaskaNative",294.4,"gonorrhea"
"North Carolina",2021,"Asian",28.9,"gonorrhea"
"North Carolina",2021,"Native.Hawaiian.or.Pacific.Islander",374.7,"gonorrhea"
"North Carolina",2021,"Multiple.races",71.8,"gonorrhea"
"North Carolina",2021,"Overall",271.2,"gonorrhea"
"North Dakota",2021,"White",93.2,"gonorrhea"
"North Dakota",2021,"Black",970.2,"gonorrhea"
"North Dakota",2021,"Hispanic",189.3,"gonorrhea"
"North Dakota",2021,"AmericanIndian_AlaskaNative",NA,"gonorrhea"
"North Dakota",2021,"Asian",88.1,"gonorrhea"
"North Dakota",2021,"Native.Hawaiian.or.Pacific.Islander",339.6,"gonorrhea"
"North Dakota",2021,"Multiple.races",635.5,"gonorrhea"
"North Dakota",2021,"Overall",223.9,"gonorrhea"
"Ohio",2021,"White",68.8,"gonorrhea"
"Ohio",2021,"Black",NA,"gonorrhea"
"Ohio",2021,"Hispanic",147.3,"gonorrhea"
"Ohio",2021,"AmericanIndian_AlaskaNative",56.7,"gonorrhea"
"Ohio",2021,"Asian",21.4,"gonorrhea"
"Ohio",2021,"Native.Hawaiian.or.Pacific.Islander",275.8,"gonorrhea"
"Ohio",2021,"Multiple.races",624.5,"gonorrhea"
"Ohio",2021,"Overall",236.3,"gonorrhea"
"Oklahoma",2021,"White",130,"gonorrhea"
"Oklahoma",2021,"Black",997.8,"gonorrhea"
"Oklahoma",2021,"Hispanic",163.5,"gonorrhea"
"Oklahoma",2021,"AmericanIndian_AlaskaNative",268.7,"gonorrhea"
"Oklahoma",2021,"Asian",36.9,"gonorrhea"
"Oklahoma",2021,"Native.Hawaiian.or.Pacific.Islander",139,"gonorrhea"
"Oklahoma",2021,"Multiple.races",316.5,"gonorrhea"
"Oklahoma",2021,"Overall",257.7,"gonorrhea"
"Oregon",2021,"White",93.4,"gonorrhea"
"Oregon",2021,"Black",664.6,"gonorrhea"
"Oregon",2021,"Hispanic",160.9,"gonorrhea"
"Oregon",2021,"AmericanIndian_AlaskaNative",262.4,"gonorrhea"
"Oregon",2021,"Asian",50.6,"gonorrhea"
"Oregon",2021,"Native.Hawaiian.or.Pacific.Islander",162.2,"gonorrhea"
"Oregon",2021,"Multiple.races",254.9,"gonorrhea"
"Oregon",2021,"Overall",146.5,"gonorrhea"
"Pennsylvania",2021,"White",41.9,"gonorrhea"
"Pennsylvania",2021,"Black",671.6,"gonorrhea"
"Pennsylvania",2021,"Hispanic",196.7,"gonorrhea"
"Pennsylvania",2021,"AmericanIndian_AlaskaNative",42.1,"gonorrhea"
"Pennsylvania",2021,"Asian",29.2,"gonorrhea"
"Pennsylvania",2021,"Native.Hawaiian.or.Pacific.Islander",123,"gonorrhea"
"Pennsylvania",2021,"Multiple.races",524.7,"gonorrhea"
"Pennsylvania",2021,"Overall",145.9,"gonorrhea"
"Rhode Island",2021,"White",72.7,"gonorrhea"
"Rhode Island",2021,"Black",616.5,"gonorrhea"
"Rhode Island",2021,"Hispanic",208.8,"gonorrhea"
"Rhode Island",2021,"AmericanIndian_AlaskaNative",280.6,"gonorrhea"
"Rhode Island",2021,"Asian",69.8,"gonorrhea"
"Rhode Island",2021,"Native.Hawaiian.or.Pacific.Islander",0,"gonorrhea"
"Rhode Island",2021,"Multiple.races",489.5,"gonorrhea"
"Rhode Island",2021,"Overall",153.4,"gonorrhea"
"South Carolina",2021,"White",77.6,"gonorrhea"
"South Carolina",2021,"Black",511.8,"gonorrhea"
"South Carolina",2021,"Hispanic",52.7,"gonorrhea"
"South Carolina",2021,"AmericanIndian_AlaskaNative",98.1,"gonorrhea"
"South Carolina",2021,"Asian",16.5,"gonorrhea"
"South Carolina",2021,"Native.Hawaiian.or.Pacific.Islander",158.2,"gonorrhea"
"South Carolina",2021,"Multiple.races",110.9,"gonorrhea"
"South Carolina",2021,"Overall",309.2,"gonorrhea"
"South Dakota",2021,"White",92.4,"gonorrhea"
"South Dakota",2021,"Black",NA,"gonorrhea"
"South Dakota",2021,"Hispanic",545,"gonorrhea"
"South Dakota",2021,"AmericanIndian_AlaskaNative",NA,"gonorrhea"
"South Dakota",2021,"Asian",40.7,"gonorrhea"
"South Dakota",2021,"Native.Hawaiian.or.Pacific.Islander",477.7,"gonorrhea"
"South Dakota",2021,"Multiple.races",NA,"gonorrhea"
"South Dakota",2021,"Overall",363.9,"gonorrhea"
"Tennessee",2021,"White",125.1,"gonorrhea"
"Tennessee",2021,"Black",976.8,"gonorrhea"
"Tennessee",2021,"Hispanic",164.1,"gonorrhea"
"Tennessee",2021,"AmericanIndian_AlaskaNative",80.6,"gonorrhea"
"Tennessee",2021,"Asian",37.5,"gonorrhea"
"Tennessee",2021,"Native.Hawaiian.or.Pacific.Islander",400,"gonorrhea"
"Tennessee",2021,"Multiple.races",67.8,"gonorrhea"
"Tennessee",2021,"Overall",269.1,"gonorrhea"
"Texas",2021,"White",83.8,"gonorrhea"
"Texas",2021,"Black",525.9,"gonorrhea"
"Texas",2021,"Hispanic",123.1,"gonorrhea"
"Texas",2021,"AmericanIndian_AlaskaNative",66,"gonorrhea"
"Texas",2021,"Asian",18,"gonorrhea"
"Texas",2021,"Native.Hawaiian.or.Pacific.Islander",98.8,"gonorrhea"
"Texas",2021,"Multiple.races",136.9,"gonorrhea"
"Texas",2021,"Overall",218.9,"gonorrhea"
"Utah",2021,"White",75.7,"gonorrhea"
"Utah",2021,"Black",844.1,"gonorrhea"
"Utah",2021,"Hispanic",186.6,"gonorrhea"
"Utah",2021,"AmericanIndian_AlaskaNative",254.7,"gonorrhea"
"Utah",2021,"Asian",92.1,"gonorrhea"
"Utah",2021,"Native.Hawaiian.or.Pacific.Islander",239.5,"gonorrhea"
"Utah",2021,"Multiple.races",0,"gonorrhea"
"Utah",2021,"Overall",108.5,"gonorrhea"
"Vermont",2021,"White",10.8,"gonorrhea"
"Vermont",2021,"Black",207.3,"gonorrhea"
"Vermont",2021,"Hispanic",13.9,"gonorrhea"
"Vermont",2021,"AmericanIndian_AlaskaNative",0,"gonorrhea"
"Vermont",2021,"Asian",7.8,"gonorrhea"
"Vermont",2021,"Native.Hawaiian.or.Pacific.Islander",0,"gonorrhea"
"Vermont",2021,"Multiple.races",24.4,"gonorrhea"
"Vermont",2021,"Overall",21.1,"gonorrhea"
"Virginia",2021,"White",45.1,"gonorrhea"
"Virginia",2021,"Black",459.5,"gonorrhea"
"Virginia",2021,"Hispanic",61.9,"gonorrhea"
"Virginia",2021,"AmericanIndian_AlaskaNative",38.9,"gonorrhea"
"Virginia",2021,"Asian",15.8,"gonorrhea"
"Virginia",2021,"Native.Hawaiian.or.Pacific.Islander",279,"gonorrhea"
"Virginia",2021,"Multiple.races",47.1,"gonorrhea"
"Virginia",2021,"Overall",165.7,"gonorrhea"
"Washington",2021,"White",88,"gonorrhea"
"Washington",2021,"Black",576.8,"gonorrhea"
"Washington",2021,"Hispanic",148.1,"gonorrhea"
"Washington",2021,"AmericanIndian_AlaskaNative",286.2,"gonorrhea"
"Washington",2021,"Asian",47.4,"gonorrhea"
"Washington",2021,"Native.Hawaiian.or.Pacific.Islander",224.4,"gonorrhea"
"Washington",2021,"Multiple.races",115,"gonorrhea"
"Washington",2021,"Overall",145.1,"gonorrhea"
"West Virginia",2021,"White",59.3,"gonorrhea"
"West Virginia",2021,"Black",508.9,"gonorrhea"
"West Virginia",2021,"Hispanic",35.6,"gonorrhea"
"West Virginia",2021,"AmericanIndian_AlaskaNative",25.9,"gonorrhea"
"West Virginia",2021,"Asian",26,"gonorrhea"
"West Virginia",2021,"Native.Hawaiian.or.Pacific.Islander",253.8,"gonorrhea"
"West Virginia",2021,"Multiple.races",173,"gonorrhea"
"West Virginia",2021,"Overall",91.9,"gonorrhea"
"Wisconsin",2021,"White",56.5,"gonorrhea"
"Wisconsin",2021,"Black",NA,"gonorrhea"
"Wisconsin",2021,"Hispanic",179.4,"gonorrhea"
"Wisconsin",2021,"AmericanIndian_AlaskaNative",194.2,"gonorrhea"
"Wisconsin",2021,"Asian",54.1,"gonorrhea"
"Wisconsin",2021,"Native.Hawaiian.or.Pacific.Islander",457.8,"gonorrhea"
"Wisconsin",2021,"Multiple.races",46.4,"gonorrhea"
"Wisconsin",2021,"Overall",177.3,"gonorrhea"
"Wyoming",2021,"White",17.4,"gonorrhea"
"Wyoming",2021,"Black",166.2,"gonorrhea"
"Wyoming",2021,"Hispanic",80.2,"gonorrhea"
"Wyoming",2021,"AmericanIndian_AlaskaNative",271.7,"gonorrhea"
"Wyoming",2021,"Asian",0,"gonorrhea"
"Wyoming",2021,"Native.Hawaiian.or.Pacific.Islander",251.9,"gonorrhea"
"Wyoming",2021,"Multiple.races",0,"gonorrhea"
"Wyoming",2021,"Overall",90.4,"gonorrhea"
"United States",2022,"White",72.8,"gonorrhea"
"United States",2022,"Black",585.9,"gonorrhea"
"United States",2022,"Hispanic",131.7,"gonorrhea"
"United States",2022,"AmericanIndian_AlaskaNative",373.7,"gonorrhea"
"United States",2022,"Asian",39.8,"gonorrhea"
"United States",2022,"Native.Hawaiian.or.Pacific.Islander",186.2,"gonorrhea"
"United States",2022,"Multiple.races",177.5,"gonorrhea"
"United States",2022,"Overall",194.4,"gonorrhea"
"Alabama",2022,"White",63.6,"gonorrhea"
"Alabama",2022,"Black",519.7,"gonorrhea"
"Alabama",2022,"Hispanic",44,"gonorrhea"
"Alabama",2022,"AmericanIndian_AlaskaNative",78.4,"gonorrhea"
"Alabama",2022,"Asian",40.7,"gonorrhea"
"Alabama",2022,"Native.Hawaiian.or.Pacific.Islander",112.3,"gonorrhea"
"Alabama",2022,"Multiple.races",107.9,"gonorrhea"
"Alabama",2022,"Overall",261.7,"gonorrhea"
"Alaska",2022,"White",81.1,"gonorrhea"
"Alaska",2022,"Black",753.6,"gonorrhea"
"Alaska",2022,"Hispanic",146.9,"gonorrhea"
"Alaska",2022,"AmericanIndian_AlaskaNative",1110.7,"gonorrhea"
"Alaska",2022,"Asian",69,"gonorrhea"
"Alaska",2022,"Native.Hawaiian.or.Pacific.Islander",317.3,"gonorrhea"
"Alaska",2022,"Multiple.races",462.6,"gonorrhea"
"Alaska",2022,"Overall",314.1,"gonorrhea"
"Arizona",2022,"White",81.8,"gonorrhea"
"Arizona",2022,"Black",687.1,"gonorrhea"
"Arizona",2022,"Hispanic",198.9,"gonorrhea"
"Arizona",2022,"AmericanIndian_AlaskaNative",408.6,"gonorrhea"
"Arizona",2022,"Asian",51.2,"gonorrhea"
"Arizona",2022,"Native.Hawaiian.or.Pacific.Islander",221,"gonorrhea"
"Arizona",2022,"Multiple.races",203,"gonorrhea"
"Arizona",2022,"Overall",224.1,"gonorrhea"
"Arkansas",2022,"White",83.1,"gonorrhea"
"Arkansas",2022,"Black",688.1,"gonorrhea"
"Arkansas",2022,"Hispanic",66,"gonorrhea"
"Arkansas",2022,"AmericanIndian_AlaskaNative",53.9,"gonorrhea"
"Arkansas",2022,"Asian",36.9,"gonorrhea"
"Arkansas",2022,"Native.Hawaiian.or.Pacific.Islander",132.4,"gonorrhea"
"Arkansas",2022,"Multiple.races",178.3,"gonorrhea"
"Arkansas",2022,"Overall",223,"gonorrhea"
"California",2022,"White",109,"gonorrhea"
